"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Diseño Gráfico y Comunicación";"Teoría y Problemas";"09:30";"11:30";"A11+A12";"D402";1;"56DD"
"Lunes";"Digitalización Tridimensional y Prototipado Rápido";"Teoría y Problemas";"12:00";"13:00";"A11+A12";"D402";1;"56DD"
"Lunes";"Aspectos Ergonómicos del Producto";"Teoría y Problemas";"13:00";"14:00";"A11+A12";"D402";1;"56DD"
"Martes";"Envase y Embalaje";"Teoría y Problemas";"09:00";"11:30";"A11+A12";"D402";1;"56DD"
"Martes";"Oficina Técnica";"Teoría y Problemas";"12:00";"14:00";"A03+A04";"D402";1;"56DD"
"Martes";"Aspectos Ergonómicos del Producto";"Laboratorio";"15:30";"17:30";"ADI-1";"D402";1;"56DD"
"Miércoles";"Envase y Embalaje";"Teoría y Problemas";"09:00";"10:30";"A11+A12";"D402";1;"56DD"
"Miércoles";"Diseño Gráfico y Comunicación";"Teoría y Problemas";"10:30";"11:30";"A11+A12";"D402";1;"56DD"
"Miércoles";"Digitalización Tridimensional y Prototipado Rápido";"Teoría y Problemas";"12:00";"14:00";"A11+A12";"D402";1;"56DD"
"Miércoles";"Oficina Técnica";"Acciones Cooperativas";"15:30";"17:30";"B01, A32";"D402";1;"56DD"
"Jueves";"Taller de Diseño III";"Teoría y Problemas";"09:30";"11:30";"A15+A16+A17";"D402";1;"56DD"
"Jueves";"Taller de Diseño III";"Laboratorio";"12:00";"13:00";"A15+A16+A17";"D402";1;"56DD"
"Jueves";"Diseño Gráfico y Comunicación";"Laboratorio";"13:00";"14:00";"EG4";"D402";1;"56DD"
"Jueves";"Oficina Técnica";"Acciones Cooperativas";"15:30";"17:30";"A32";"D402";1;"56DD"
"Viernes";"Aspectos Ergonómicos del Producto";"Teoría y Problemas";"09:30";"11:30";"A11+A12";"D402";1;"56DD"
"Viernes";"Materiales Avanzados";"Teoría y Problemas";"12:00";"14:00";"Gr 2-A11+A12";"D402";1;"56DD"
